75,72,73,74,73,74,72,73,74,72,73,74,72,73,75,73,73,74,75,72,74,72,73,74,72,74,75,72,73,74,72,73,74,72,73,74,72,73,74,75
77,78,92,80,79,80,78,79,80,78,79,80,78,79,75,79,79,80,75,78,80,78,79,80,78,80,75,78,79,80,78,79,80,78,79,80,78,79,80,76
77,99,100,101,102,103,104,103,102,93,94,94,95,81,75,93,94,95,75,93,94,94,94,94,94,95,75,83,103,104,102,103,104,99,100,101,102,103,83,76
77,105,106,107,103,104,102,104,103,99,100,100,101,102,75,99,100,101,75,99,100,100,100,100,100,101,75,103,104,102,103,104,102,105,106,107,102,93,94,76
77,102,103,75,72,73,74,72,72,73,75,100,101,104,72,99,100,101,75,105,106,106,106,106,106,107,75,104,102,103,102,103,104,102,103,104,103,99,100,76
77,103,104,75,78,79,80,78,78,79,75,100,101,103,78,105,106,107,75,72,73,73,72,102,103,104,72,73,74,72,73,93,94,94,95,75,104,99,100,76
77,104,102,75,81,102,103,102,103,81,75,100,101,102,102,103,104,102,75,78,79,79,78,103,104,102,78,79,80,78,79,99,100,100,101,75,102,99,100,76
77,102,103,75,103,93,94,94,95,103,75,106,107,103,104,102,103,104,75,103,102,103,102,102,103,104,93,94,95,102,102,99,100,100,101,75,103,99,100,76
77,103,104,72,104,99,100,100,101,104,74,72,73,73,75,103,104,102,75,104,103,104,103,103,104,102,99,100,101,103,104,99,100,100,101,75,104,99,100,76
77,104,102,78,102,99,100,100,101,102,80,78,79,79,75,102,103,104,75,102,102,103,104,102,103,104,105,106,107,104,103,99,100,100,101,75,103,105,106,76
77,93,94,95,103,99,100,100,101,103,93,94,94,95,75,93,94,95,75,103,103,104,75,72,73,74,72,73,74,72,75,99,100,100,101,75,104,102,103,76
77,99,100,101,104,99,100,100,101,104,99,100,100,101,75,99,100,101,74,104,93,94,75,78,79,80,78,79,80,78,75,105,106,106,107,75,103,104,102,76
77,105,106,107,102,99,100,100,101,102,105,106,106,107,75,99,100,101,80,102,99,100,75,97,101,104,102,93,94,95,75,102,103,104,102,75,102,103,104,76
77,102,103,75,103,99,100,100,101,103,75,102,103,104,75,99,100,101,102,103,99,100,75,100,101,103,103,99,100,101,75,104,102,103,104,75,93,94,95,76
77,103,104,75,104,105,106,106,107,104,75,104,93,94,75,105,106,107,103,104,99,100,75,100,101,102,75,105,106,107,75,102,103,104,102,75,99,100,101,76
77,104,102,75,82,103,104,102,103,82,75,103,99,100,75,72,73,74,104,102,99,100,75,100,101,104,75,102,103,104,75,104,102,103,104,75,99,100,101,76
77,103,104,74,73,74,72,73,74,72,75,102,105,106,75,78,79,80,102,103,99,100,75,100,101,102,75,103,104,102,75,82,103,104,102,75,99,100,101,76
77,102,103,80,79,80,78,79,80,78,75,102,103,104,75,102,103,104,103,103,99,100,75,100,101,103,75,104,102,103,72,73,74,72,73,74,105,106,107,76
77,93,94,94,94,94,94,94,95,102,75,94,95,102,75,93,94,95,104,104,105,106,75,106,107,104,75,102,103,104,78,79,80,78,79,80,102,103,104,76
77,99,100,100,100,100,100,100,101,103,75,100,101,103,75,99,100,101,75,74,72,73,72,103,104,102,75,104,93,94,94,94,94,94,94,94,94,95,104,76
75,74,72,73,75,72,73,74,72,73,72,100,101,104,75,99,100,101,75,80,78,79,78,102,103,104,75,103,99,100,100,100,100,100,100,100,100,101,103,76
77,80,78,79,75,78,79,80,78,79,78,106,107,104,75,99,100,101,75,99,100,100,101,103,104,102,75,102,105,106,106,106,106,106,106,106,106,107,82,76
77,93,94,95,75,81,102,103,104,102,103,102,103,104,75,105,106,107,75,105,106,106,107,102,103,81,75,104,102,103,72,73,74,72,72,74,72,73,74,75
77,99,100,101,72,102,103,104,102,103,104,93,94,95,72,103,104,102,73,103,104,102,75,74,72,73,74,103,104,102,78,79,80,78,78,80,78,79,80,76
77,105,106,107,78,104,102,103,104,102,103,99,100,101,78,102,103,104,79,102,103,104,75,80,78,79,80,102,103,102,99,100,98,100,100,97,98,98,101,76
77,102,103,104,102,103,104,102,103,104,75,99,100,101,103,93,94,94,94,94,94,95,75,81,93,94,94,94,95,103,105,106,106,106,106,106,106,106,107,76
77,94,95,103,93,94,94,94,94,95,75,99,100,101,104,99,100,100,100,100,100,101,75,103,99,100,100,100,101,104,102,103,104,102,103,104,102,103,104,76
77,100,101,104,105,105,106,106,106,107,75,105,106,107,102,105,106,106,106,106,106,107,75,104,99,100,100,100,101,102,75,72,73,74,72,75,93,94,95,76
77,100,101,102,75,73,74,72,73,74,72,73,74,72,72,72,73,74,74,72,73,74,72,102,105,106,106,106,107,104,75,78,79,80,78,75,99,100,101,76
77,100,101,103,75,79,80,78,79,80,78,79,80,78,78,78,79,80,80,78,79,80,78,102,103,104,103,104,102,103,75,102,103,104,103,75,99,100,101,76
77,100,101,102,75,93,94,95,103,104,102,103,104,102,103,104,102,103,104,104,102,103,104,104,102,103,104,102,103,104,75,103,102,103,104,75,99,100,101,76
77,100,101,104,75,99,100,101,104,102,103,104,102,103,104,102,103,104,102,93,94,94,94,94,95,104,75,104,102,103,74,102,93,94,95,75,99,100,101,76
77,100,101,102,72,105,106,107,73,74,72,73,74,72,73,74,72,73,75,99,100,100,100,100,101,103,75,102,103,104,80,104,99,100,101,75,99,100,101,76
77,100,101,103,78,102,103,104,79,80,78,79,80,78,79,80,78,79,75,99,100,100,100,100,101,102,75,93,94,94,95,103,99,100,101,75,105,106,107,76
77,106,107,104,93,94,94,95,102,103,104,102,103,99,100,100,100,101,75,99,100,100,100,100,101,104,75,99,100,100,101,104,99,100,101,75,102,93,94,76
77,102,103,104,99,100,100,101,104,102,103,104,102,105,106,106,106,107,75,105,105,106,106,106,107,103,75,105,106,106,107,104,105,106,107,75,103,99,100,76
77,93,94,95,75,72,73,72,73,74,72,73,74,72,73,74,72,73,74,104,102,103,104,73,74,75,75,73,72,73,74,102,102,103,104,75,102,99,100,76
77,99,100,101,75,78,79,78,79,80,78,79,80,78,79,80,78,79,80,102,93,94,95,79,80,75,78,79,78,79,80,102,103,104,102,75,104,99,100,76
77,105,106,107,75,100,100,100,100,100,101,102,103,93,94,94,94,94,95,103,99,100,101,103,82,75,93,94,94,94,94,94,94,94,95,75,103,99,100,76
77,102,103,104,75,106,106,106,106,106,107,103,104,105,106,106,106,106,107,104,105,106,107,102,103,75,99,100,100,100,100,100,100,100,101,75,102,105,106,76
77,93,94,94,72,73,74,72,73,74,72,73,74,72,73,74,102,103,104,102,103,104,102,103,104,75,99,100,100,100,100,100,100,100,101,74,102,103,104,76
77,99,100,100,78,79,80,78,79,80,78,79,80,78,79,80,93,94,94,94,94,94,94,94,95,75,99,100,100,100,100,100,100,100,101,80,93,94,95,76
77,99,100,100,100,100,101,104,102,103,104,102,103,104,103,104,99,100,100,100,100,100,100,100,101,75,99,100,100,100,100,100,100,100,101,104,99,100,101,76
77,99,100,100,100,100,101,103,93,94,94,94,94,95,104,103,99,100,100,100,100,100,100,100,101,75,99,100,100,100,100,100,100,100,101,103,99,100,101,76
77,105,106,106,106,106,107,102,99,100,100,100,100,101,102,102,105,106,106,106,106,106,106,106,107,75,105,106,106,106,106,106,106,106,107,102,105,106,107,76
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,77,90,76,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,77,91,76,75
